"sampleID" "broad.cluster" "cluster" "diagnosis"
"4970" 29 "L" "L4" "Control"
"4972" 29 "L" "L4" "Control"
"4973" 29 "L" "L4" "Control"
"4974" 29 "L" "L5/6-CC" "Control"
"4976" 29 "L" "L4" "Control"
"4977" 29 "L" "L4" "Control"
"4978" 29 "L" "L4" "Control"
"4979" 29 "L" "L5/6" "Control"
"4980" 29 "L" "L5/6-CC" "Control"
"4982" 29 "L" "L2/3" "Control"
"4983" 29 "L" "L4" "Control"
"5031" 30 "L" "L2/3" "Control"
"5032" 30 "L" "L2/3" "Control"
"5033" 30 "L" "L2/3" "Control"
"5034" 30 "L" "L2/3" "Control"
"5036" 30 "L" "L2/3" "Control"
"5037" 30 "L" "L2/3" "Control"
"5038" 30 "L" "L2/3" "Control"
"5039" 30 "L" "L2/3" "Control"
"5040" 30 "L" "L2/3" "Control"
"5041" 30 "L" "L4" "Control"
"5043" 30 "L" "L2/3" "Control"
"5044" 30 "L" "L4" "Control"
"5045" 30 "L" "L5/6" "Control"
"5046" 30 "L" "L5/6" "Control"
"5047" 30 "L" "L5/6-CC" "Control"
"5048" 30 "L" "L5/6-CC" "Control"
"5050" 30 "L" "L2/3" "Control"
"5051" 30 "L" "L4" "Control"
"5052" 30 "L" "L4" "Control"
"5053" 30 "L" "L4" "Control"
"5054" 30 "L" "L4" "Control"
"5055" 30 "L" "L4" "Control"
"5151" 31 "L" "L2/3" "ASD"
"5152" 31 "L" "L2/3" "ASD"
"5153" 31 "L" "L2/3" "ASD"
"5154" 31 "L" "L4" "ASD"
"5155" 31 "L" "L4" "ASD"
"5157" 31 "L" "L2/3" "ASD"
"5158" 31 "L" "L4" "ASD"
"5159" 31 "L" "L4" "ASD"
"5160" 31 "L" "L5/6" "ASD"
"5161" 31 "L" "L5/6-CC" "ASD"
"5163" 31 "L" "L2/3" "ASD"
"5164" 31 "L" "L2/3" "ASD"
"5165" 31 "L" "L2/3" "ASD"
"5167" 31 "L" "L2/3" "ASD"
"5170" 31 "L" "L2/3" "ASD"
"5171" 31 "L" "L2/3" "ASD"
"5173" 31 "L" "L2/3" "ASD"
"5174" 31 "L" "L2/3" "ASD"
"5175" 31 "L" "L2/3" "ASD"
"5178" 31 "L" "L2/3" "ASD"
"5184" 31 "L" "L2/3" "ASD"
"5185" 31 "L" "L5/6-CC" "ASD"
"5193" 31 "L" "L4" "ASD"
"5208" 31 "L" "L5/6" "ASD"
"5251" 32 "L" "L4" "ASD"
"5256" 32 "L" "L2/3" "ASD"
"5275" 32 "L" "L2/3" "ASD"
"5283" 32 "L" "L5/6-CC" "ASD"
"5289" 32 "L" "L4" "ASD"
"5344" 32 "L" "L2/3" "ASD"
"5345" 32 "L" "L2/3" "ASD"
"5346" 32 "L" "L2/3" "ASD"
"5347" 32 "L" "L2/3" "ASD"
"5348" 32 "L" "L2/3" "ASD"
"5349" 32 "L" "L2/3" "ASD"
"5350" 32 "L" "L2/3" "ASD"
"5351" 32 "L" "L2/3" "ASD"
"5353" 32 "L" "L2/3" "ASD"
"5354" 32 "L" "L2/3" "ASD"
"5355" 32 "L" "L2/3" "ASD"
"5358" 32 "L" "L2/3" "ASD"
"5359" 32 "L" "L2/3" "ASD"
"5362" 32 "L" "L2/3" "ASD"
"5363" 32 "L" "L2/3" "ASD"
"5364" 32 "L" "L2/3" "ASD"
"5365" 32 "L" "L2/3" "ASD"
"5366" 32 "L" "L2/3" "ASD"
"5367" 32 "L" "L4" "ASD"
"5369" 32 "L" "L2/3" "ASD"
"5370" 32 "L" "L2/3" "ASD"
"5371" 32 "L" "L2/3" "ASD"
"5373" 32 "L" "L2/3" "ASD"
"5374" 32 "L" "L2/3" "ASD"
"5375" 32 "L" "L2/3" "ASD"
"5376" 32 "L" "L2/3" "ASD"
"5377" 32 "L" "L2/3" "ASD"
"5378" 32 "L" "L5/6-CC" "ASD"
"5380" 32 "L" "L2/3" "ASD"
"5381" 32 "L" "L2/3" "ASD"
"5382" 32 "L" "L2/3" "ASD"
"5383" 32 "L" "L2/3" "ASD"
"5384" 32 "L" "L5/6-CC" "ASD"
"5386" 32 "L" "L2/3" "ASD"
"5387" 32 "L" "L4" "ASD"
"5393" 32 "L" "L4" "ASD"
"5394" 32 "L" "L5/6" "ASD"
"5395" 32 "L" "L5/6" "ASD"
"5396" 32 "L" "L5/6" "ASD"
"5397" 32 "L" "L5/6" "ASD"
"5398" 32 "L" "L5/6-CC" "ASD"
"5400" 32 "L" "L2/3" "ASD"
"5401" 32 "L" "L4" "ASD"
"5402" 32 "L" "L4" "ASD"
"5403" 32 "L" "L4" "ASD"
"5404" 32 "L" "L4" "ASD"
"5406" 32 "L" "L4" "ASD"
"5407" 32 "L" "L4" "ASD"
"5408" 32 "L" "L4" "ASD"
"5409" 32 "L" "L4" "ASD"
"5410" 32 "L" "L4" "ASD"
"5412" 32 "L" "L2/3" "ASD"
"5413" 32 "L" "L4" "ASD"
"5414" 32 "L" "L4" "ASD"
"5415" 32 "L" "L4" "ASD"
"5416" 32 "L" "L4" "ASD"
"5417" 32 "L" "L4" "ASD"
"5419" 32 "L" "L2/3" "ASD"
"5420" 32 "L" "L4" "ASD"
"5421" 32 "L" "L5/6-CC" "ASD"
"5422" 32 "L" "L5/6-CC" "ASD"
"5423" 32 "L" "L5/6-CC" "ASD"
"5424" 32 "L" "L5/6-CC" "ASD"
"5426" 32 "L" "L2/3" "ASD"
"5427" 32 "L" "L4" "ASD"
"5428" 32 "L" "L4" "ASD"
"5429" 32 "L" "L4" "ASD"
"5430" 32 "L" "L4" "ASD"
"5431" 32 "L" "L4" "ASD"
"5432" 32 "L" "L5/6-CC" "ASD"
"5434" 32 "L" "L2/3" "ASD"
"5435" 32 "L" "L2/3" "ASD"
"5436" 32 "L" "L2/3" "ASD"
"5437" 32 "L" "L2/3" "ASD"
"5438" 32 "L" "L2/3" "ASD"
"5439" 32 "L" "L4" "ASD"
"5440" 32 "L" "L4" "ASD"
"5441" 32 "L" "L4" "ASD"
"5442" 32 "L" "L4" "ASD"
"5443" 32 "L" "L5/6-CC" "ASD"
"5534" 33 "L" "L2/3" "ASD"
"5540" 33 "L" "L2/3" "ASD"
"5541" 33 "L" "L2/3" "ASD"
"5542" 33 "L" "L2/3" "ASD"
"5543" 33 "L" "L2/3" "ASD"
"5544" 33 "L" "L2/3" "ASD"
"5545" 33 "L" "L2/3" "ASD"
"5546" 33 "L" "L2/3" "ASD"
"5548" 33 "L" "L2/3" "ASD"
"5549" 33 "L" "L4" "ASD"
"5550" 33 "L" "L5/6" "ASD"
"5551" 33 "L" "L5/6-CC" "ASD"
"5552" 33 "L" "L5/6-CC" "ASD"
"5553" 33 "L" "L5/6-CC" "ASD"
"5555" 33 "L" "L2/3" "ASD"
"5556" 33 "L" "L2/3" "ASD"
"5557" 33 "L" "L2/3" "ASD"
"5558" 33 "L" "L2/3" "ASD"
"5559" 33 "L" "L2/3" "ASD"
"5560" 33 "L" "L2/3" "ASD"
"5561" 33 "L" "L2/3" "ASD"
"5562" 33 "L" "L4" "ASD"
"5563" 33 "L" "L5/6-CC" "ASD"
"5565" 33 "L" "L2/3" "ASD"
"5566" 33 "L" "L2/3" "ASD"
"5567" 33 "L" "L2/3" "ASD"
"5568" 33 "L" "L2/3" "ASD"
"5569" 33 "L" "L2/3" "ASD"
"5570" 33 "L" "L2/3" "ASD"
"5571" 33 "L" "L2/3" "ASD"
"5572" 33 "L" "L4" "ASD"
"5574" 33 "L" "L4" "ASD"
"5575" 33 "L" "L5/6" "ASD"
"5576" 33 "L" "L5/6" "ASD"
"5577" 33 "L" "L5/6" "ASD"
"5579" 33 "L" "L2/3" "ASD"
"5580" 33 "L" "L4" "ASD"
"5581" 33 "L" "L4" "ASD"
"5582" 33 "L" "L4" "ASD"
"5583" 33 "L" "L4" "ASD"
"5584" 33 "L" "L4" "ASD"
"5585" 33 "L" "L5/6-CC" "ASD"
"5586" 33 "L" "L2/3" "ASD"
"5587" 33 "L" "L4" "ASD"
"5588" 33 "L" "L4" "ASD"
"5589" 33 "L" "L4" "ASD"
"5590" 33 "L" "L4" "ASD"
"5591" 33 "L" "L4" "ASD"
"5592" 33 "L" "L5/6-CC" "ASD"
"5640" 34 "L" "L5/6" "Control"
"5641" 34 "L" "L5/6" "Control"
"5642" 34 "L" "L5/6" "Control"
"5643" 34 "L" "L5/6" "Control"
"5644" 34 "L" "L5/6" "Control"
"5646" 34 "L" "L2/3" "Control"
"5647" 34 "L" "L4" "Control"
"5648" 34 "L" "L5/6-CC" "Control"
"5649" 34 "L" "L5/6-CC" "Control"
"5650" 34 "L" "L5/6-CC" "Control"
"5653" 34 "L" "L2/3" "Control"
"5654" 34 "L" "L4" "Control"
"5655" 34 "L" "L4" "Control"
"5656" 34 "L" "L4" "Control"
"5657" 34 "L" "L5/6-CC" "Control"
"5658" 34 "L" "L5/6-CC" "Control"
"5660" 34 "L" "L2/3" "Control"
"5661" 34 "L" "L2/3" "Control"
"5662" 34 "L" "L2/3" "Control"
"5663" 34 "L" "L2/3" "Control"
"5664" 34 "L" "L2/3" "Control"
"5665" 34 "L" "L2/3" "Control"
"5667" 34 "L" "L2/3" "Control"
"5668" 34 "L" "L2/3" "Control"
"5669" 34 "L" "L4" "Control"
"5671" 34 "L" "L2/3" "Control"
"5672" 34 "L" "L2/3" "Control"
"5673" 34 "L" "L2/3" "Control"
"5674" 34 "L" "L2/3" "Control"
"5675" 34 "L" "L5/6" "Control"
"5676" 34 "L" "L5/6-CC" "Control"
"5679" 34 "L" "L2/3" "Control"
"5680" 34 "L" "L2/3" "Control"
"5681" 34 "L" "L4" "Control"
"5682" 34 "L" "L5/6-CC" "Control"
"5702" 34 "L" "L2/3" "Control"
"5755" 35 "L" "L2/3" "Control"
"5756" 35 "L" "L2/3" "Control"
"5757" 35 "L" "L2/3" "Control"
"5758" 35 "L" "L2/3" "Control"
"5759" 35 "L" "L2/3" "Control"
"5761" 35 "L" "L2/3" "Control"
"5762" 35 "L" "L2/3" "Control"
"5763" 35 "L" "L2/3" "Control"
"5764" 35 "L" "L2/3" "Control"
"5765" 35 "L" "L2/3" "Control"
"5767" 35 "L" "L2/3" "Control"
"5768" 35 "L" "L2/3" "Control"
"5769" 35 "L" "L2/3" "Control"
"5770" 35 "L" "L2/3" "Control"
"5771" 35 "L" "L4" "Control"
"5772" 35 "L" "L5/6-CC" "Control"
"5774" 35 "L" "L2/3" "Control"
"5775" 35 "L" "L2/3" "Control"
"5776" 35 "L" "L2/3" "Control"
"5777" 35 "L" "L2/3" "Control"
"5779" 35 "L" "L2/3" "Control"
"5780" 35 "L" "L2/3" "Control"
"5781" 35 "L" "L2/3" "Control"
"5782" 35 "L" "L2/3" "Control"
"5783" 35 "L" "L2/3" "Control"
"5785" 35 "L" "L2/3" "Control"
"5786" 35 "L" "L2/3" "Control"
"5788" 35 "L" "L2/3" "Control"
"5789" 35 "L" "L4" "Control"
"5790" 35 "L" "L5/6-CC" "Control"
"5792" 35 "L" "L2/3" "Control"
"5793" 35 "L" "L4" "Control"
"5794" 35 "L" "L4" "Control"
"5795" 35 "L" "L4" "Control"
"5796" 35 "L" "L4" "Control"
"5797" 35 "L" "L4" "Control"
"5798" 35 "L" "L5/6" "Control"
"5799" 35 "L" "L5/6-CC" "Control"
"5801" 35 "L" "L2/3" "Control"
"5802" 35 "L" "L4" "Control"
"5803" 35 "L" "L4" "Control"
"5804" 35 "L" "L4" "Control"
"5805" 35 "L" "L5/6" "Control"
"5806" 35 "L" "L5/6-CC" "Control"
"5843" 35 "L" "L2/3" "Control"
"5861" 35 "L" "L2/3" "Control"
"5862" 35 "L" "L5/6" "Control"
"5881" 35 "L" "L5/6-CC" "Control"
"5917" 36 "L" "L2/3" "Control"
"5921" 36 "L" "L2/3" "Control"
"5922" 36 "L" "L2/3" "Control"
"5923" 36 "L" "L2/3" "Control"
"5924" 36 "L" "L2/3" "Control"
"5925" 36 "L" "L5/6-CC" "Control"
"5929" 36 "L" "L2/3" "Control"
"5933" 36 "L" "L5/6" "Control"
"5934" 36 "L" "L5/6" "Control"
"5935" 36 "L" "L5/6" "Control"
"5936" 36 "L" "L5/6" "Control"
"5938" 36 "L" "L2/3" "Control"
"5939" 36 "L" "L4" "Control"
"5940" 36 "L" "L4" "Control"
"5941" 36 "L" "L4" "Control"
"5942" 36 "L" "L5/6-CC" "Control"
"5947" 36 "L" "L4" "Control"
"5948" 36 "L" "L5/6-CC" "Control"
"5949" 36 "L" "L5/6-CC" "Control"
"5951" 37 "L" "L2/3" "ASD"
"5952" 37 "L" "L4" "ASD"
"5953" 37 "L" "L4" "ASD"
"5954" 37 "L" "L4" "ASD"
"5955" 37 "L" "L5/6-CC" "ASD"
"5958" 37 "L" "L4" "ASD"
"5959" 37 "L" "L5/6" "ASD"
"5960" 37 "L" "L5/6-CC" "ASD"
"5961" 37 "L" "L5/6-CC" "ASD"
"5962" 37 "L" "L5/6-CC" "ASD"
"5964" 37 "L" "L2/3" "ASD"
"5965" 37 "L" "L2/3" "ASD"
"5966" 37 "L" "L2/3" "ASD"
"5971" 37 "L" "L2/3" "ASD"
"5972" 37 "L" "L5/6-CC" "ASD"
"5976" 37 "L" "L2/3" "ASD"
"5977" 37 "L" "L2/3" "ASD"
"5978" 37 "L" "L2/3" "ASD"
"5979" 37 "L" "L4" "ASD"
"5982" 37 "L" "L2/3" "ASD"
"5983" 37 "L" "L2/3" "ASD"
"5984" 37 "L" "L5/6-CC" "ASD"
"5986" 37 "L" "L5/6" "ASD"
"5987" 37 "L" "L5/6" "ASD"
"5988" 37 "L" "L5/6" "ASD"
"5993" 37 "L" "L4" "ASD"
"5994" 37 "L" "L5/6-CC" "ASD"
"6007" 37 "L" "L2/3" "ASD"
"6014" 37 "L" "L5/6-CC" "ASD"
"6066" 37 "L" "L2/3" "ASD"
"6074" 38 "L" "L5/6" "ASD"
"6075" 38 "L" "L5/6" "ASD"
"6076" 38 "L" "L5/6" "ASD"
"6077" 38 "L" "L5/6" "ASD"
"6079" 38 "L" "L2/3" "ASD"
"6080" 38 "L" "L2/3" "ASD"
"6081" 38 "L" "L4" "ASD"
"6084" 38 "L" "L2/3" "ASD"
"6085" 38 "L" "L4" "ASD"
"6086" 38 "L" "L5/6-CC" "ASD"
"6091" 38 "L" "L2/3" "ASD"
"6092" 38 "L" "L4" "ASD"
"6093" 38 "L" "L4" "ASD"
"6094" 38 "L" "L4" "ASD"
"6096" 38 "L" "L4" "ASD"
"6097" 38 "L" "L4" "ASD"
"6098" 38 "L" "L5/6" "ASD"
"6099" 38 "L" "L5/6-CC" "ASD"
"6100" 38 "L" "L5/6-CC" "ASD"
"6104" 38 "L" "L5/6" "ASD"
"6136" 39 "L" "L2/3" "Control"
"6137" 39 "L" "L2/3" "Control"
"6138" 39 "L" "L2/3" "Control"
"6139" 39 "L" "L2/3" "Control"
"6140" 39 "L" "L2/3" "Control"
"6142" 39 "L" "L2/3" "Control"
"6143" 39 "L" "L2/3" "Control"
"6144" 39 "L" "L2/3" "Control"
"6145" 39 "L" "L2/3" "Control"
"6146" 39 "L" "L2/3" "Control"
"6148" 39 "L" "L2/3" "Control"
"6149" 39 "L" "L2/3" "Control"
"6150" 39 "L" "L2/3" "Control"
"6151" 39 "L" "L2/3" "Control"
"6153" 39 "L" "L5/6" "Control"
"6154" 39 "L" "L5/6" "Control"
"6155" 39 "L" "L5/6" "Control"
"6156" 39 "L" "L5/6" "Control"
"6157" 39 "L" "L5/6" "Control"
"6158" 39 "L" "L5/6" "Control"
"6160" 39 "L" "L2/3" "Control"
"6161" 39 "L" "L4" "Control"
"6162" 39 "L" "L4" "Control"
"6163" 39 "L" "L4" "Control"
"6164" 39 "L" "L4" "Control"
"6165" 39 "L" "L5/6" "Control"
"6166" 39 "L" "L5/6-CC" "Control"
"6167" 39 "L" "L5/6-CC" "Control"
"6168" 39 "L" "L5/6-CC" "Control"
"6169" 39 "L" "L5/6-CC" "Control"
"6171" 39 "L" "L2/3" "Control"
"6172" 39 "L" "L4" "Control"
"6173" 39 "L" "L4" "Control"
"6255" 40 "L" "L2/3" "ASD"
"6256" 40 "L" "L4" "ASD"
"6257" 40 "L" "L4" "ASD"
"6258" 40 "L" "L5/6-CC" "ASD"
"6260" 40 "L" "L4" "ASD"
"6261" 40 "L" "L4" "ASD"
"6262" 40 "L" "L5/6-CC" "ASD"
"6264" 40 "L" "L4" "ASD"
"6265" 40 "L" "L4" "ASD"
"6266" 40 "L" "L4" "ASD"
"6267" 40 "L" "L5/6-CC" "ASD"
"6268" 40 "L" "L5/6-CC" "ASD"
"6269" 40 "L" "L5/6-CC" "ASD"
"6271" 40 "L" "L2/3" "ASD"
"6272" 40 "L" "L2/3" "ASD"
"6273" 40 "L" "L2/3" "ASD"
"6274" 40 "L" "L5/6-CC" "ASD"
"6276" 40 "L" "L2/3" "ASD"
"6277" 40 "L" "L2/3" "ASD"
"6278" 40 "L" "L2/3" "ASD"
"6279" 40 "L" "L2/3" "ASD"
"6280" 40 "L" "L4" "ASD"
"6281" 40 "L" "L5/6-CC" "ASD"
"6283" 40 "L" "L2/3" "ASD"
"6284" 40 "L" "L5/6-CC" "ASD"
"6285" 40 "L" "L5/6-CC" "ASD"
"6286" 40 "L" "L5/6-CC" "ASD"
"6287" 40 "L" "L5/6-CC" "ASD"
"6288" 40 "L" "L5/6-CC" "ASD"
"6290" 40 "L" "L4" "ASD"
"6291" 40 "L" "L5/6-CC" "ASD"
"6296" 40 "L" "L5/6" "ASD"
"6297" 40 "L" "L5/6" "ASD"
"6298" 40 "L" "L5/6" "ASD"
"6299" 40 "L" "L5/6" "ASD"
"6300" 40 "L" "L5/6" "ASD"
"6301" 40 "L" "L5/6-CC" "ASD"
"6309" 40 "L" "L4" "ASD"
"6327" 40 "L" "L4" "ASD"
"6385" 41 "L" "L4" "ASD"
"6413" 41 "L" "L5/6" "ASD"
"6414" 41 "L" "L5/6" "ASD"
"6415" 41 "L" "L5/6" "ASD"
"6416" 41 "L" "L5/6-CC" "ASD"
"6418" 41 "L" "L4" "ASD"
"6419" 41 "L" "L5/6" "ASD"
"6420" 41 "L" "L5/6" "ASD"
"6423" 41 "L" "L2/3" "ASD"
"6424" 41 "L" "L4" "ASD"
"6425" 41 "L" "L5/6-CC" "ASD"
"6430" 41 "L" "L2/3" "ASD"
"6431" 41 "L" "L4" "ASD"
"6432" 41 "L" "L4" "ASD"
"6433" 41 "L" "L4" "ASD"
"6434" 41 "L" "L5/6-CC" "ASD"
"6435" 41 "L" "L2/3" "ASD"
"6436" 41 "L" "L4" "ASD"
"6437" 41 "L" "L4" "ASD"
"6438" 41 "L" "L4" "ASD"
"6439" 41 "L" "L5/6-CC" "ASD"
"6441" 41 "L" "L2/3" "ASD"
"6442" 41 "L" "L4" "ASD"
"6443" 41 "L" "L4" "ASD"
"6445" 41 "L" "L4" "ASD"
"6446" 41 "L" "L4" "ASD"
"6447" 41 "L" "L4" "ASD"
"6448" 41 "L" "L4" "ASD"
"6449" 41 "L" "L4" "ASD"
"6450" 41 "L" "L4" "ASD"
"6451" 41 "L" "L4" "ASD"
"6452" 41 "L" "L4" "ASD"
"6454" 41 "L" "L4" "ASD"
"6455" 41 "L" "L4" "ASD"
"6456" 41 "L" "L4" "ASD"
"6457" 41 "L" "L5/6" "ASD"
"6458" 41 "L" "L5/6-CC" "ASD"
"6460" 41 "L" "L2/3" "ASD"
"6461" 41 "L" "L4" "ASD"
"6462" 41 "L" "L5/6-CC" "ASD"
"6463" 41 "L" "L5/6-CC" "ASD"
"6464" 41 "L" "L5/6-CC" "ASD"
"6465" 41 "L" "L5/6-CC" "ASD"
"6466" 41 "L" "L5/6-CC" "ASD"
"6468" 41 "L" "L2/3" "ASD"
"6469" 41 "L" "L2/3" "ASD"
"6475" 41 "L" "L2/3" "ASD"
"6476" 41 "L" "L2/3" "ASD"
"6478" 41 "L" "L2/3" "ASD"
"6479" 41 "L" "L2/3" "ASD"
"6480" 41 "L" "L2/3" "ASD"
"6481" 41 "L" "L2/3" "ASD"
"6483" 41 "L" "L2/3" "ASD"
"6484" 41 "L" "L2/3" "ASD"
"6485" 41 "L" "L2/3" "ASD"
"6486" 41 "L" "L2/3" "ASD"
"6487" 41 "L" "L2/3" "ASD"
"6488" 41 "L" "L4" "ASD"
"6489" 41 "L" "L5/6-CC" "ASD"
"6491" 41 "L" "L2/3" "ASD"
"6492" 41 "L" "L2/3" "ASD"
"6493" 41 "L" "L2/3" "ASD"
"6494" 41 "L" "L2/3" "ASD"
