"sampleID" "broad.cluster" "cluster" "diagnosis"
"mc_L_1082" 25 "L" "L2/3" "ASD"
"mc_L_1083" 25 "L" "L4" "ASD"
"mc_L_1084" 25 "L" "L5/6" "ASD"
"mc_L_1085" 25 "L" "L5/6-CC" "ASD"
"mc_L_1086" 25 "L" "L5/6-CC" "ASD"
"mc_L_1087" 25 "L" "L5/6-CC" "ASD"
"mc_L_1088" 25 "L" "L5/6-CC" "ASD"
"mc_L_1089" 25 "L" "L5/6-CC" "ASD"
"mc_L_1090" 25 "L" "L5/6-CC" "ASD"
"mc_L_1091" 25 "L" "L5/6-CC" "ASD"
"mc_L_1092" 25 "L" "L2/3" "ASD"
"mc_L_1093" 25 "L" "L4" "ASD"
"mc_L_1094" 25 "L" "L4" "ASD"
"mc_L_1095" 25 "L" "L4" "ASD"
"mc_L_1096" 25 "L" "L4" "ASD"
"mc_L_1097" 25 "L" "L4" "ASD"
"mc_L_1098" 25 "L" "L4" "ASD"
"mc_L_1099" 25 "L" "L4" "ASD"
"mc_L_1100" 25 "L" "L4" "ASD"
"mc_L_1101" 25 "L" "L4" "ASD"
"mc_L_1102" 25 "L" "L4" "ASD"
"mc_L_1103" 25 "L" "L4" "ASD"
"mc_L_1104" 25 "L" "L4" "ASD"
"mc_L_1105" 25 "L" "L4" "ASD"
"mc_L_1106" 25 "L" "L4" "ASD"
"mc_L_1107" 25 "L" "L5/6" "ASD"
"mc_L_1108" 25 "L" "L5/6-CC" "ASD"
"mc_L_1109" 25 "L" "L2/3" "ASD"
"mc_L_1110" 25 "L" "L4" "ASD"
"mc_L_1111" 25 "L" "L4" "ASD"
"mc_L_1112" 25 "L" "L4" "ASD"
"mc_L_1113" 25 "L" "L5/6-CC" "ASD"
"mc_L_1114" 25 "L" "L4" "ASD"
"mc_L_1115" 25 "L" "L4" "ASD"
"mc_L_1116" 25 "L" "L4" "ASD"
"mc_L_1117" 25 "L" "L4" "ASD"
"mc_L_1118" 25 "L" "L4" "ASD"
"mc_L_1119" 25 "L" "L5/6-CC" "ASD"
"mc_L_1120" 25 "L" "L2/3" "ASD"
"mc_L_1121" 25 "L" "L2/3" "ASD"
"mc_L_1122" 25 "L" "L2/3" "ASD"
"mc_L_1123" 25 "L" "L2/3" "ASD"
"mc_L_1124" 25 "L" "L2/3" "ASD"
"mc_L_1125" 25 "L" "L2/3" "ASD"
"mc_L_1126" 25 "L" "L5/6-CC" "ASD"
"mc_L_1127" 25 "L" "L2/3" "ASD"
"mc_L_1128" 25 "L" "L2/3" "ASD"
"mc_L_1129" 25 "L" "L2/3" "ASD"
"mc_L_1130" 25 "L" "L2/3" "ASD"
"mc_L_1131" 25 "L" "L2/3" "ASD"
"mc_L_1132" 25 "L" "L2/3" "ASD"
"mc_L_1133" 25 "L" "L2/3" "ASD"
"mc_L_1134" 25 "L" "L2/3" "ASD"
"mc_L_1135" 25 "L" "L2/3" "ASD"
"mc_L_1136" 25 "L" "L2/3" "ASD"
"mc_L_1137" 25 "L" "L2/3" "ASD"
"mc_L_1138" 25 "L" "L2/3" "ASD"
"mc_L_1139" 25 "L" "L2/3" "ASD"
"mc_L_1140" 25 "L" "L4" "ASD"
"mc_L_1141" 25 "L" "L2/3" "ASD"
"mc_L_1142" 25 "L" "L2/3" "ASD"
"mc_L_1143" 25 "L" "L4" "ASD"
"mc_L_1144" 25 "L" "L5/6-CC" "ASD"
"mc_L_1145" 25 "L" "L5/6" "ASD"
"mc_L_1146" 25 "L" "L2/3" "ASD"
"mc_L_1147" 25 "L" "L2/3" "ASD"
"mc_L_1148" 25 "L" "L5/6-CC" "ASD"
"mc_L_1149" 26 "L" "L2/3" "ASD"
"mc_L_1150" 26 "L" "L5/6-CC" "ASD"
"mc_L_1151" 26 "L" "L2/3" "ASD"
"mc_L_1152" 26 "L" "L2/3" "ASD"
"mc_L_1153" 26 "L" "L2/3" "ASD"
"mc_L_1154" 26 "L" "L2/3" "ASD"
"mc_L_1155" 26 "L" "L4" "ASD"
"mc_L_1156" 26 "L" "L5/6-CC" "ASD"
"mc_L_1157" 26 "L" "L2/3" "ASD"
"mc_L_1158" 26 "L" "L2/3" "ASD"
"mc_L_1159" 26 "L" "L2/3" "ASD"
"mc_L_1160" 26 "L" "L2/3" "ASD"
"mc_L_1161" 26 "L" "L2/3" "ASD"
"mc_L_1162" 26 "L" "L2/3" "ASD"
"mc_L_1163" 26 "L" "L2/3" "ASD"
"mc_L_1164" 26 "L" "L2/3" "ASD"
"mc_L_1165" 26 "L" "L5/6-CC" "ASD"
"mc_L_1166" 26 "L" "L4" "ASD"
"mc_L_1167" 26 "L" "L5/6" "ASD"
"mc_L_1168" 26 "L" "L5/6" "ASD"
"mc_L_1169" 26 "L" "L5/6" "ASD"
"mc_L_1170" 26 "L" "L5/6" "ASD"
"mc_L_1171" 26 "L" "L5/6" "ASD"
"mc_L_1172" 26 "L" "L5/6-CC" "ASD"
"mc_L_1173" 26 "L" "L4" "ASD"
"mc_L_1174" 26 "L" "L4" "ASD"
"mc_L_1175" 26 "L" "L4" "ASD"
"mc_L_1176" 26 "L" "L4" "ASD"
"mc_L_1177" 26 "L" "L5/6-CC" "ASD"
"mc_L_1178" 26 "L" "L2/3" "ASD"
"mc_L_1179" 26 "L" "L4" "ASD"
"mc_L_1180" 26 "L" "L4" "ASD"
"mc_L_1181" 26 "L" "L4" "ASD"
"mc_L_1182" 26 "L" "L4" "ASD"
"mc_L_1183" 26 "L" "L2/3" "ASD"
"mc_L_1184" 26 "L" "L4" "ASD"
"mc_L_1185" 26 "L" "L5/6-CC" "ASD"
"mc_L_1186" 26 "L" "L5/6-CC" "ASD"
"mc_L_1187" 26 "L" "L5/6-CC" "ASD"
"mc_L_1188" 26 "L" "L5/6-CC" "ASD"
"mc_L_1189" 26 "L" "L5/6-CC" "ASD"
"mc_L_1190" 26 "L" "L2/3" "ASD"
"mc_L_1191" 26 "L" "L4" "ASD"
"mc_L_1192" 26 "L" "L5/6-CC" "ASD"
"mc_L_1193" 26 "L" "L5/6-CC" "ASD"
"mc_L_1194" 26 "L" "L4" "ASD"
"mc_L_1195" 27 "L" "L4" "Control"
"mc_L_1196" 27 "L" "L2/3" "Control"
"mc_L_1197" 27 "L" "L2/3" "Control"
"mc_L_1198" 27 "L" "L2/3" "Control"
"mc_L_1199" 27 "L" "L2/3" "Control"
"mc_L_1200" 27 "L" "L2/3" "Control"
"mc_L_1201" 27 "L" "L2/3" "Control"
"mc_L_1202" 27 "L" "L2/3" "Control"
"mc_L_1203" 27 "L" "L2/3" "Control"
"mc_L_1204" 27 "L" "L2/3" "Control"
"mc_L_1205" 27 "L" "L2/3" "Control"
"mc_L_1206" 27 "L" "L2/3" "Control"
"mc_L_1207" 27 "L" "L4" "Control"
"mc_L_1208" 27 "L" "L2/3" "Control"
"mc_L_1209" 27 "L" "L2/3" "Control"
"mc_L_1210" 27 "L" "L2/3" "Control"
"mc_L_1211" 27 "L" "L4" "Control"
"mc_L_1212" 27 "L" "L5/6-CC" "Control"
"mc_L_1213" 27 "L" "L2/3" "Control"
"mc_L_1214" 27 "L" "L4" "Control"
"mc_L_1215" 27 "L" "L4" "Control"
"mc_L_1216" 27 "L" "L4" "Control"
"mc_L_1217" 27 "L" "L4" "Control"
"mc_L_1218" 27 "L" "L5/6" "Control"
"mc_L_1219" 27 "L" "L5/6-CC" "Control"
"mc_L_1220" 27 "L" "L2/3" "Control"
"mc_L_1221" 27 "L" "L4" "Control"
"mc_L_1222" 27 "L" "L4" "Control"
"mc_L_1223" 27 "L" "L4" "Control"
"mc_L_1224" 27 "L" "L4" "Control"
"mc_L_1225" 28 "L" "L2/3" "Control"
"mc_L_1226" 28 "L" "L2/3" "Control"
"mc_L_1227" 28 "L" "L2/3" "Control"
"mc_L_1228" 28 "L" "L2/3" "Control"
"mc_L_1229" 28 "L" "L2/3" "Control"
"mc_L_1230" 28 "L" "L2/3" "Control"
"mc_L_1231" 28 "L" "L2/3" "Control"
"mc_L_1232" 28 "L" "L2/3" "Control"
"mc_L_1233" 28 "L" "L2/3" "Control"
"mc_L_1234" 28 "L" "L2/3" "Control"
"mc_L_1235" 28 "L" "L2/3" "Control"
"mc_L_1236" 28 "L" "L2/3" "Control"
"mc_L_1237" 28 "L" "L2/3" "Control"
"mc_L_1238" 28 "L" "L2/3" "Control"
"mc_L_1239" 28 "L" "L2/3" "Control"
"mc_L_1240" 28 "L" "L2/3" "Control"
"mc_L_1241" 28 "L" "L2/3" "Control"
"mc_L_1242" 28 "L" "L2/3" "Control"
"mc_L_1243" 28 "L" "L2/3" "Control"
"mc_L_1244" 28 "L" "L2/3" "Control"
"mc_L_1245" 28 "L" "L2/3" "Control"
"mc_L_1246" 28 "L" "L2/3" "Control"
"mc_L_1247" 28 "L" "L2/3" "Control"
"mc_L_1248" 28 "L" "L2/3" "Control"
"mc_L_1249" 28 "L" "L2/3" "Control"
"mc_L_1250" 28 "L" "L2/3" "Control"
"mc_L_1251" 28 "L" "L2/3" "Control"
"mc_L_1252" 28 "L" "L2/3" "Control"
"mc_L_1253" 28 "L" "L2/3" "Control"
"mc_L_1254" 28 "L" "L2/3" "Control"
"mc_L_1255" 28 "L" "L2/3" "Control"
"mc_L_1256" 28 "L" "L2/3" "Control"
"mc_L_1257" 28 "L" "L2/3" "Control"
"mc_L_1258" 28 "L" "L5/6-CC" "Control"
"mc_L_1259" 28 "L" "L2/3" "Control"
"mc_L_1260" 28 "L" "L2/3" "Control"
"mc_L_1261" 28 "L" "L4" "Control"
"mc_L_1262" 28 "L" "L5/6" "Control"
"mc_L_1263" 28 "L" "L5/6-CC" "Control"
"mc_L_1264" 28 "L" "L5/6-CC" "Control"
"mc_L_1265" 28 "L" "L5/6-CC" "Control"
"mc_L_1266" 28 "L" "L4" "Control"
"mc_L_1267" 29 "L" "L2/3" "Control"
"mc_L_1268" 29 "L" "L5/6-CC" "Control"
"mc_L_1269" 29 "L" "L2/3" "Control"
"mc_L_1270" 29 "L" "L2/3" "Control"
"mc_L_1271" 29 "L" "L2/3" "Control"
"mc_L_1272" 29 "L" "L2/3" "Control"
"mc_L_1273" 29 "L" "L2/3" "Control"
"mc_L_1274" 29 "L" "L2/3" "Control"
"mc_L_1275" 29 "L" "L2/3" "Control"
"mc_L_1276" 29 "L" "L2/3" "Control"
"mc_L_1277" 29 "L" "L2/3" "Control"
"mc_L_1278" 29 "L" "L5/6-CC" "Control"
"mc_L_1279" 29 "L" "L5/6-CC" "Control"
"mc_L_1280" 29 "L" "L5/6-CC" "Control"
"mc_L_1281" 29 "L" "L5/6-CC" "Control"
"mc_L_1282" 29 "L" "L5/6-CC" "Control"
"mc_L_1283" 29 "L" "L5/6-CC" "Control"
"mc_L_1284" 29 "L" "L5/6-CC" "Control"
"mc_L_1285" 29 "L" "L2/3" "Control"
"mc_L_1286" 29 "L" "L2/3" "Control"
"mc_L_1287" 29 "L" "L2/3" "Control"
"mc_L_1288" 29 "L" "L2/3" "Control"
"mc_L_1289" 29 "L" "L4" "Control"
"mc_L_1290" 29 "L" "L5/6" "Control"
"mc_L_1291" 29 "L" "L5/6" "Control"
"mc_L_1292" 29 "L" "L5/6" "Control"
"mc_L_1293" 29 "L" "L5/6" "Control"
"mc_L_1294" 29 "L" "L5/6" "Control"
"mc_L_1295" 29 "L" "L5/6" "Control"
"mc_L_1296" 29 "L" "L5/6-CC" "Control"
"mc_L_1297" 29 "L" "L4" "Control"
"mc_L_1298" 29 "L" "L4" "Control"
"mc_L_1299" 29 "L" "L4" "Control"
"mc_L_1300" 29 "L" "L4" "Control"
"mc_L_1301" 29 "L" "L4" "Control"
"mc_L_1302" 29 "L" "L4" "Control"
"mc_L_1303" 29 "L" "L5/6-CC" "Control"
"mc_L_1304" 29 "L" "L4" "Control"
"mc_L_1305" 29 "L" "L4" "Control"
"mc_L_1306" 29 "L" "L4" "Control"
"mc_L_1307" 29 "L" "L5/6" "Control"
"mc_L_1308" 29 "L" "L5/6-CC" "Control"
"mc_L_1309" 29 "L" "L2/3" "Control"
"mc_L_1310" 29 "L" "L4" "Control"
"mc_L_1311" 30 "L" "L2/3" "Control"
"mc_L_1312" 30 "L" "L2/3" "Control"
"mc_L_1313" 30 "L" "L2/3" "Control"
"mc_L_1314" 30 "L" "L2/3" "Control"
"mc_L_1315" 30 "L" "L2/3" "Control"
"mc_L_1316" 30 "L" "L2/3" "Control"
"mc_L_1317" 30 "L" "L2/3" "Control"
"mc_L_1318" 30 "L" "L2/3" "Control"
"mc_L_1319" 30 "L" "L2/3" "Control"
"mc_L_1320" 30 "L" "L4" "Control"
"mc_L_1321" 30 "L" "L2/3" "Control"
"mc_L_1322" 30 "L" "L4" "Control"
"mc_L_1323" 30 "L" "L5/6" "Control"
"mc_L_1324" 30 "L" "L5/6" "Control"
"mc_L_1325" 30 "L" "L5/6-CC" "Control"
"mc_L_1326" 30 "L" "L5/6-CC" "Control"
"mc_L_1327" 30 "L" "L2/3" "Control"
"mc_L_1328" 30 "L" "L4" "Control"
"mc_L_1329" 30 "L" "L4" "Control"
"mc_L_1330" 30 "L" "L4" "Control"
"mc_L_1331" 30 "L" "L4" "Control"
"mc_L_1332" 30 "L" "L4" "Control"
"mc_L_1333" 31 "L" "L2/3" "ASD"
"mc_L_1334" 31 "L" "L2/3" "ASD"
"mc_L_1335" 31 "L" "L2/3" "ASD"
"mc_L_1336" 31 "L" "L4" "ASD"
"mc_L_1337" 31 "L" "L4" "ASD"
"mc_L_1338" 31 "L" "L2/3" "ASD"
"mc_L_1339" 31 "L" "L4" "ASD"
"mc_L_1340" 31 "L" "L4" "ASD"
"mc_L_1341" 31 "L" "L5/6" "ASD"
"mc_L_1342" 31 "L" "L5/6-CC" "ASD"
"mc_L_1343" 31 "L" "L2/3" "ASD"
"mc_L_1344" 31 "L" "L2/3" "ASD"
"mc_L_1345" 31 "L" "L2/3" "ASD"
"mc_L_1346" 31 "L" "L2/3" "ASD"
"mc_L_1347" 31 "L" "L2/3" "ASD"
"mc_L_1348" 31 "L" "L2/3" "ASD"
"mc_L_1349" 31 "L" "L2/3" "ASD"
"mc_L_1350" 31 "L" "L2/3" "ASD"
"mc_L_1351" 31 "L" "L2/3" "ASD"
"mc_L_1352" 31 "L" "L2/3" "ASD"
"mc_L_1353" 31 "L" "L2/3" "ASD"
"mc_L_1354" 31 "L" "L5/6-CC" "ASD"
"mc_L_1355" 31 "L" "L4" "ASD"
"mc_L_1356" 31 "L" "L5/6" "ASD"
"mc_L_1357" 32 "L" "L4" "ASD"
"mc_L_1358" 32 "L" "L2/3" "ASD"
"mc_L_1359" 32 "L" "L2/3" "ASD"
"mc_L_1360" 32 "L" "L5/6-CC" "ASD"
"mc_L_1361" 32 "L" "L4" "ASD"
"mc_L_1362" 32 "L" "L2/3" "ASD"
"mc_L_1363" 32 "L" "L2/3" "ASD"
"mc_L_1364" 32 "L" "L2/3" "ASD"
"mc_L_1365" 32 "L" "L2/3" "ASD"
"mc_L_1366" 32 "L" "L2/3" "ASD"
"mc_L_1367" 32 "L" "L2/3" "ASD"
"mc_L_1368" 32 "L" "L2/3" "ASD"
"mc_L_1369" 32 "L" "L2/3" "ASD"
"mc_L_1370" 32 "L" "L2/3" "ASD"
"mc_L_1371" 32 "L" "L2/3" "ASD"
"mc_L_1372" 32 "L" "L2/3" "ASD"
"mc_L_1373" 32 "L" "L2/3" "ASD"
"mc_L_1374" 32 "L" "L2/3" "ASD"
"mc_L_1375" 32 "L" "L2/3" "ASD"
"mc_L_1376" 32 "L" "L2/3" "ASD"
"mc_L_1377" 32 "L" "L2/3" "ASD"
"mc_L_1378" 32 "L" "L2/3" "ASD"
"mc_L_1379" 32 "L" "L2/3" "ASD"
"mc_L_1380" 32 "L" "L4" "ASD"
"mc_L_1381" 32 "L" "L2/3" "ASD"
"mc_L_1382" 32 "L" "L2/3" "ASD"
"mc_L_1383" 32 "L" "L2/3" "ASD"
"mc_L_1384" 32 "L" "L2/3" "ASD"
"mc_L_1385" 32 "L" "L2/3" "ASD"
"mc_L_1386" 32 "L" "L2/3" "ASD"
"mc_L_1387" 32 "L" "L2/3" "ASD"
"mc_L_1388" 32 "L" "L2/3" "ASD"
"mc_L_1389" 32 "L" "L5/6-CC" "ASD"
"mc_L_1390" 32 "L" "L2/3" "ASD"
"mc_L_1391" 32 "L" "L2/3" "ASD"
"mc_L_1392" 32 "L" "L2/3" "ASD"
"mc_L_1393" 32 "L" "L2/3" "ASD"
"mc_L_1394" 32 "L" "L5/6-CC" "ASD"
"mc_L_1395" 32 "L" "L2/3" "ASD"
"mc_L_1396" 32 "L" "L4" "ASD"
"mc_L_1397" 32 "L" "L4" "ASD"
"mc_L_1398" 32 "L" "L5/6" "ASD"
"mc_L_1399" 32 "L" "L5/6" "ASD"
"mc_L_1400" 32 "L" "L5/6" "ASD"
"mc_L_1401" 32 "L" "L5/6" "ASD"
"mc_L_1402" 32 "L" "L5/6-CC" "ASD"
"mc_L_1403" 32 "L" "L2/3" "ASD"
"mc_L_1404" 32 "L" "L4" "ASD"
"mc_L_1405" 32 "L" "L4" "ASD"
"mc_L_1406" 32 "L" "L4" "ASD"
"mc_L_1407" 32 "L" "L4" "ASD"
"mc_L_1408" 32 "L" "L4" "ASD"
"mc_L_1409" 32 "L" "L4" "ASD"
"mc_L_1410" 32 "L" "L4" "ASD"
"mc_L_1411" 32 "L" "L4" "ASD"
"mc_L_1412" 32 "L" "L4" "ASD"
"mc_L_1413" 32 "L" "L2/3" "ASD"
"mc_L_1414" 32 "L" "L4" "ASD"
"mc_L_1415" 32 "L" "L4" "ASD"
"mc_L_1416" 32 "L" "L4" "ASD"
"mc_L_1417" 32 "L" "L4" "ASD"
"mc_L_1418" 32 "L" "L4" "ASD"
"mc_L_1419" 32 "L" "L2/3" "ASD"
"mc_L_1420" 32 "L" "L4" "ASD"
"mc_L_1421" 32 "L" "L5/6-CC" "ASD"
"mc_L_1422" 32 "L" "L5/6-CC" "ASD"
"mc_L_1423" 32 "L" "L5/6-CC" "ASD"
"mc_L_1424" 32 "L" "L5/6-CC" "ASD"
"mc_L_1425" 32 "L" "L2/3" "ASD"
"mc_L_1426" 32 "L" "L4" "ASD"
"mc_L_1427" 32 "L" "L4" "ASD"
"mc_L_1428" 32 "L" "L4" "ASD"
"mc_L_1429" 32 "L" "L4" "ASD"
"mc_L_1430" 32 "L" "L4" "ASD"
"mc_L_1431" 32 "L" "L5/6-CC" "ASD"
"mc_L_1432" 32 "L" "L2/3" "ASD"
"mc_L_1433" 32 "L" "L2/3" "ASD"
"mc_L_1434" 32 "L" "L2/3" "ASD"
"mc_L_1435" 32 "L" "L2/3" "ASD"
"mc_L_1436" 32 "L" "L2/3" "ASD"
"mc_L_1437" 32 "L" "L4" "ASD"
"mc_L_1438" 32 "L" "L4" "ASD"
"mc_L_1439" 32 "L" "L4" "ASD"
"mc_L_1440" 32 "L" "L4" "ASD"
"mc_L_1441" 32 "L" "L5/6-CC" "ASD"
"mc_L_1442" 33 "L" "L2/3" "ASD"
"mc_L_1443" 33 "L" "L2/3" "ASD"
"mc_L_1444" 33 "L" "L2/3" "ASD"
"mc_L_1445" 33 "L" "L2/3" "ASD"
"mc_L_1446" 33 "L" "L2/3" "ASD"
"mc_L_1447" 33 "L" "L2/3" "ASD"
"mc_L_1448" 33 "L" "L2/3" "ASD"
"mc_L_1449" 33 "L" "L2/3" "ASD"
"mc_L_1450" 33 "L" "L2/3" "ASD"
"mc_L_1451" 33 "L" "L4" "ASD"
"mc_L_1452" 33 "L" "L5/6" "ASD"
"mc_L_1453" 33 "L" "L5/6-CC" "ASD"
"mc_L_1454" 33 "L" "L5/6-CC" "ASD"
"mc_L_1455" 33 "L" "L5/6-CC" "ASD"
"mc_L_1456" 33 "L" "L2/3" "ASD"
"mc_L_1457" 33 "L" "L2/3" "ASD"
"mc_L_1458" 33 "L" "L2/3" "ASD"
"mc_L_1459" 33 "L" "L2/3" "ASD"
"mc_L_1460" 33 "L" "L2/3" "ASD"
"mc_L_1461" 33 "L" "L2/3" "ASD"
"mc_L_1462" 33 "L" "L2/3" "ASD"
"mc_L_1463" 33 "L" "L4" "ASD"
"mc_L_1464" 33 "L" "L5/6-CC" "ASD"
"mc_L_1465" 33 "L" "L2/3" "ASD"
"mc_L_1466" 33 "L" "L2/3" "ASD"
"mc_L_1467" 33 "L" "L2/3" "ASD"
"mc_L_1468" 33 "L" "L2/3" "ASD"
"mc_L_1469" 33 "L" "L2/3" "ASD"
"mc_L_1470" 33 "L" "L2/3" "ASD"
"mc_L_1471" 33 "L" "L2/3" "ASD"
"mc_L_1472" 33 "L" "L4" "ASD"
"mc_L_1473" 33 "L" "L4" "ASD"
"mc_L_1474" 33 "L" "L5/6" "ASD"
"mc_L_1475" 33 "L" "L5/6" "ASD"
"mc_L_1476" 33 "L" "L5/6" "ASD"
"mc_L_1477" 33 "L" "L2/3" "ASD"
"mc_L_1478" 33 "L" "L4" "ASD"
"mc_L_1479" 33 "L" "L4" "ASD"
"mc_L_1480" 33 "L" "L4" "ASD"
"mc_L_1481" 33 "L" "L4" "ASD"
"mc_L_1482" 33 "L" "L4" "ASD"
"mc_L_1483" 33 "L" "L5/6-CC" "ASD"
"mc_L_1484" 33 "L" "L2/3" "ASD"
"mc_L_1485" 33 "L" "L4" "ASD"
"mc_L_1486" 33 "L" "L4" "ASD"
"mc_L_1487" 33 "L" "L4" "ASD"
"mc_L_1488" 33 "L" "L4" "ASD"
"mc_L_1489" 33 "L" "L4" "ASD"
"mc_L_1490" 33 "L" "L5/6-CC" "ASD"
"mc_L_1491" 34 "L" "L5/6" "Control"
"mc_L_1492" 34 "L" "L5/6" "Control"
"mc_L_1493" 34 "L" "L5/6" "Control"
"mc_L_1494" 34 "L" "L5/6" "Control"
"mc_L_1495" 34 "L" "L5/6" "Control"
"mc_L_1496" 34 "L" "L2/3" "Control"
"mc_L_1497" 34 "L" "L4" "Control"
"mc_L_1498" 34 "L" "L5/6-CC" "Control"
"mc_L_1499" 34 "L" "L5/6-CC" "Control"
"mc_L_1500" 34 "L" "L5/6-CC" "Control"
"mc_L_1501" 34 "L" "L2/3" "Control"
"mc_L_1502" 34 "L" "L4" "Control"
"mc_L_1503" 34 "L" "L4" "Control"
"mc_L_1504" 34 "L" "L4" "Control"
"mc_L_1505" 34 "L" "L5/6-CC" "Control"
"mc_L_1506" 34 "L" "L5/6-CC" "Control"
"mc_L_1507" 34 "L" "L2/3" "Control"
"mc_L_1508" 34 "L" "L2/3" "Control"
"mc_L_1509" 34 "L" "L2/3" "Control"
"mc_L_1510" 34 "L" "L2/3" "Control"
"mc_L_1511" 34 "L" "L2/3" "Control"
"mc_L_1512" 34 "L" "L2/3" "Control"
"mc_L_1513" 34 "L" "L2/3" "Control"
"mc_L_1514" 34 "L" "L2/3" "Control"
"mc_L_1515" 34 "L" "L4" "Control"
"mc_L_1516" 34 "L" "L2/3" "Control"
"mc_L_1517" 34 "L" "L2/3" "Control"
"mc_L_1518" 34 "L" "L2/3" "Control"
"mc_L_1519" 34 "L" "L2/3" "Control"
"mc_L_1520" 34 "L" "L5/6" "Control"
"mc_L_1521" 34 "L" "L5/6-CC" "Control"
"mc_L_1522" 34 "L" "L2/3" "Control"
"mc_L_1523" 34 "L" "L2/3" "Control"
"mc_L_1524" 34 "L" "L4" "Control"
"mc_L_1525" 34 "L" "L5/6-CC" "Control"
"mc_L_1526" 34 "L" "L2/3" "Control"
"mc_L_1527" 35 "L" "L2/3" "Control"
"mc_L_1528" 35 "L" "L2/3" "Control"
"mc_L_1529" 35 "L" "L2/3" "Control"
"mc_L_1530" 35 "L" "L2/3" "Control"
"mc_L_1531" 35 "L" "L2/3" "Control"
"mc_L_1532" 35 "L" "L2/3" "Control"
"mc_L_1533" 35 "L" "L2/3" "Control"
"mc_L_1534" 35 "L" "L2/3" "Control"
"mc_L_1535" 35 "L" "L2/3" "Control"
"mc_L_1536" 35 "L" "L2/3" "Control"
"mc_L_1537" 35 "L" "L2/3" "Control"
"mc_L_1538" 35 "L" "L2/3" "Control"
"mc_L_1539" 35 "L" "L2/3" "Control"
"mc_L_1540" 35 "L" "L2/3" "Control"
"mc_L_1541" 35 "L" "L4" "Control"
"mc_L_1542" 35 "L" "L5/6-CC" "Control"
"mc_L_1543" 35 "L" "L2/3" "Control"
"mc_L_1544" 35 "L" "L2/3" "Control"
"mc_L_1545" 35 "L" "L2/3" "Control"
"mc_L_1546" 35 "L" "L2/3" "Control"
"mc_L_1547" 35 "L" "L2/3" "Control"
"mc_L_1548" 35 "L" "L2/3" "Control"
"mc_L_1549" 35 "L" "L2/3" "Control"
"mc_L_1550" 35 "L" "L2/3" "Control"
"mc_L_1551" 35 "L" "L2/3" "Control"
"mc_L_1552" 35 "L" "L2/3" "Control"
"mc_L_1553" 35 "L" "L2/3" "Control"
"mc_L_1554" 35 "L" "L2/3" "Control"
"mc_L_1555" 35 "L" "L4" "Control"
"mc_L_1556" 35 "L" "L5/6-CC" "Control"
"mc_L_1557" 35 "L" "L2/3" "Control"
"mc_L_1558" 35 "L" "L4" "Control"
"mc_L_1559" 35 "L" "L4" "Control"
"mc_L_1560" 35 "L" "L4" "Control"
"mc_L_1561" 35 "L" "L4" "Control"
"mc_L_1562" 35 "L" "L4" "Control"
"mc_L_1563" 35 "L" "L5/6" "Control"
"mc_L_1564" 35 "L" "L5/6-CC" "Control"
"mc_L_1565" 35 "L" "L2/3" "Control"
"mc_L_1566" 35 "L" "L4" "Control"
"mc_L_1567" 35 "L" "L4" "Control"
"mc_L_1568" 35 "L" "L4" "Control"
"mc_L_1569" 35 "L" "L5/6" "Control"
"mc_L_1570" 35 "L" "L5/6-CC" "Control"
"mc_L_1571" 35 "L" "L2/3" "Control"
"mc_L_1572" 35 "L" "L2/3" "Control"
"mc_L_1573" 35 "L" "L5/6" "Control"
"mc_L_1574" 35 "L" "L5/6-CC" "Control"
"mc_L_1575" 36 "L" "L2/3" "Control"
"mc_L_1576" 36 "L" "L2/3" "Control"
"mc_L_1577" 36 "L" "L2/3" "Control"
"mc_L_1578" 36 "L" "L2/3" "Control"
"mc_L_1579" 36 "L" "L2/3" "Control"
"mc_L_1580" 36 "L" "L5/6-CC" "Control"
"mc_L_1581" 36 "L" "L2/3" "Control"
"mc_L_1582" 36 "L" "L5/6" "Control"
"mc_L_1583" 36 "L" "L5/6" "Control"
"mc_L_1584" 36 "L" "L5/6" "Control"
"mc_L_1585" 36 "L" "L5/6" "Control"
"mc_L_1586" 36 "L" "L2/3" "Control"
"mc_L_1587" 36 "L" "L4" "Control"
"mc_L_1588" 36 "L" "L4" "Control"
"mc_L_1589" 36 "L" "L4" "Control"
"mc_L_1590" 36 "L" "L5/6-CC" "Control"
"mc_L_1591" 36 "L" "L4" "Control"
"mc_L_1592" 36 "L" "L5/6-CC" "Control"
"mc_L_1593" 36 "L" "L5/6-CC" "Control"
"mc_L_1594" 37 "L" "L2/3" "ASD"
"mc_L_1595" 37 "L" "L4" "ASD"
"mc_L_1596" 37 "L" "L4" "ASD"
"mc_L_1597" 37 "L" "L4" "ASD"
"mc_L_1598" 37 "L" "L5/6-CC" "ASD"
"mc_L_1599" 37 "L" "L4" "ASD"
"mc_L_1600" 37 "L" "L5/6" "ASD"
"mc_L_1601" 37 "L" "L5/6-CC" "ASD"
"mc_L_1602" 37 "L" "L5/6-CC" "ASD"
"mc_L_1603" 37 "L" "L5/6-CC" "ASD"
"mc_L_1604" 37 "L" "L2/3" "ASD"
"mc_L_1605" 37 "L" "L2/3" "ASD"
"mc_L_1606" 37 "L" "L2/3" "ASD"
"mc_L_1607" 37 "L" "L2/3" "ASD"
"mc_L_1608" 37 "L" "L5/6-CC" "ASD"
